GR;nr_modello;nome_modello;conc.;collezione;specifica;nome_modello.1;colore;ordinamento;ID Joor;Foto;fotolook;Concatena;;;;
10;217;ASTRAZIONE;217ASTRAZIONE;271;Pantalone;ASTRAZIONE;1402;5;544214||140200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/b-wqKqt8Ta-Jsk2-WI6jeg_3716657846a5634d2c6c000_53281050_02990230XX1.jpg;https://127-foto.netlify.app/208.jpg;ASTRAZIONE 1402(217);;;;
10;217;NOGAL;217NOGAL;271;Collana;NOGAL;0005 0009;99;544274||500090000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/IEeX1zttRUuDHQf5jffuTA_13822649526a56433c1f3530_37721112_03050480XX1.jpg;https://127-foto.netlify.app/208.jpg;NOGAL 0005 0009(217);;;;
10;217;NOIR;217NOIR;271;Collana;NOIR;0005 0009;99;544276||500090000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/Dcw0DZBQQ4qEbPE2Rsi3Tw_2113205976a56433e8674a7_16941960_03050540XX1.jpg;https://127-foto.netlify.app/208.jpg;NOIR 0005 0009(217);;;;
10;217;NEVISCHIO     A;217NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;5;99;544429||500000000;#N/D;https://127-foto.netlify.app/208.jpg;NEVISCHIO     A 5(217);;;;
10;217;USCITA;217USCITA;271;Calzature;USCITA;1272 1272;99;544431||127212720000;#N/D;https://127-foto.netlify.app/208.jpg;USCITA 1272 1272(217);;;;
10;217;DIADELFO;217DIADELFO;271;Cintura;DIADELFO;0691 1425 0002;99;544564||69114250002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/WhatsApp Image 2026-07-15 at 10.03.35.jpeg;https://127-foto.netlify.app/208.jpg;DIADELFO 0691 1425 0002(217);;;;
13;218;BARCATA;218BARCATA;271;Camicia;BARCATA;3482;2;544321||348200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/ivSyZowXSUqOdFfRoV8xGQ_5632325526a5634dce95a37_83412784_03000130XX1.jpg;https://127-foto.netlify.app/246.jpg;BARCATA 3482(218);;;;
13;218;ATLAS;218ATLAS;271;Pantalone;ATLAS;201;5;544337||20100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/qyv3hE3YSsmVSumkFKiTlA_8963582366a1452369e8881_78395188_02900340XX1.jpg;https://127-foto.netlify.app/246.jpg;ATLAS 201(218);;;;
13;218;NAIADI;218NAIADI;271;Collana;NAIADI;0002 0002;99;544266||200020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/e-a1dr97S8KphDkJDUA7TQ_16439077306a1450cba7ce84_12281629_02970250XX1.jpg;https://127-foto.netlify.app/246.jpg;NAIADI 0002 0002(218);;;;
13;218;DANTESCO      B;218DANTESCO      B;271;Cintura;DANTESCO      B;2208 0002;99;544390||220800020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/RgS-I6vbQZOzhxv4qTRcdg_13987254826a0ef699805375_36984117.jpg;https://127-foto.netlify.app/246.jpg;DANTESCO      B 2208 0002(218);;;;
13;218;NEVISCHIO     A;218NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/246.jpg;NEVISCHIO     A 2(218);;;;
13;218;UMBERINO      A;218UMBERINO      A;271;Calzature;UMBERINO      A;2339;99;544464||233900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/BzP2Kd-kRe-WbaI2eUQcgQ_10356781886a145333bffbe9_96445397_02971220XX1.jpg;https://127-foto.netlify.app/246.jpg;UMBERINO      A 2339(218);;;;
14;219;VERITIERO;219VERITIERO;271;Giacca;VERITIERO;633;1;544063||63300000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/XCLEgEmKQDqWdwlvPRGrjw_18533530696a56351bb59235_68913429_03030070XX1.jpg;https://127-foto.netlify.app/280.jpg;VERITIERO 633(219);;;;
14;219;ATONALE;219ATONALE;271;Pantalone;ATONALE;633;5;544576||63300000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/yWziJmCVTWG_84EhlxS4sQ_8029979176a5634d465e1c9_22993622_02990260XX1.jpg;https://127-foto.netlify.app/280.jpg;ATONALE 633(219);;;;
14;219;IAPIGE;219IAPIGE;271;Borsa;IAPIGE;2534 0002;99;544272||253400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/5xAFCcDFRQiAS266r-alZg_21036213406a145328af1c74_64525938_02970170XX1.jpg;https://127-foto.netlify.app/280.jpg;IAPIGE 2534 0002(219);;;;
14;219;XAURORA;219XAURORA;271;Occhiali Sole;XAURORA;0101 0002;99;544317||10100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/fnyk7LQdQ4qYb5fy9yk4Iw_6977136496a145336c0ca77_10334535_02971290XX1.jpg;https://127-foto.netlify.app/280.jpg;XAURORA 0101 0002(219);;;;
14;219;NONA;219NONA;271;Bracciale;NONA;2;99;544361||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/NCVbcOEzTZ-NyeviAg7xyQ_15946604066a14533a4d6852_60896697_02971370XX4.jpg;https://127-foto.netlify.app/280.jpg;NONA 2(219);;;;
14;219;NEVISCHIO     A;219NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/280.jpg;NEVISCHIO     A 2(219);;;;
14;219;USCITA;219USCITA;271;Calzature;USCITA;2534;99;544431||253400000000;#N/D;https://127-foto.netlify.app/280.jpg;USCITA 2534(219);;;;
13;220;BRAZI;220BRAZI;271;Camicia;BRAZI;201;2;544492||20100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/b2TzJcddTQSVovLwqPi7fg_16078610326a5634e557d111_81493968_03000360XX1.jpg;https://127-foto.netlify.app/183.jpg;BRAZI 201(220);;;;
13;220;ARPEGGIO;220ARPEGGIO;271;Pantalone;ARPEGGIO;1257;5;544478||125700000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/QJk4fGUOQYWut7jpb5dcww_2751322206a5634cfa28b87_47912682_02990170XX1.jpg;https://127-foto.netlify.app/183.jpg;ARPEGGIO 1257(220);;;;
13;220;NUTRIENTE;220NUTRIENTE;271;Collana;NUTRIENTE;1260 0002;99;544260||126000020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/RlBmW1ToQ8mU3bBrOydvRQ_8189166526a1450d417c718_11801118_02970910XX1.jpg;https://127-foto.netlify.app/183.jpg;NUTRIENTE 1260 0002(220);;;;
13;220;IAPIGE;220IAPIGE;271;Borsa;IAPIGE;2264 0002;99;544272||226400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zJZAly2zQS-u2eAs4ykTOg_16970615336a145327b51567_35646153_02970150XX1.jpg;https://127-foto.netlify.app/183.jpg;IAPIGE 2264 0002(220);;;;
13;220;NONA;220NONA;271;Bracciale;NONA;2;99;544361||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/NCVbcOEzTZ-NyeviAg7xyQ_15946604066a14533a4d6852_60896697_02971370XX4.jpg;https://127-foto.netlify.app/183.jpg;NONA 2(220);;;;
13;220;NEVISCHIO     A;220NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/183.jpg;NEVISCHIO     A 2(220);;;;
13;220;USCITA;220USCITA;271;Calzature;USCITA;1272 1272;99;544431||127212720000;#N/D;https://127-foto.netlify.app/183.jpg;USCITA 1272 1272(220);;;;
13;221;BILORY;221BILORY;271;Camicia;BILORY;3524;2;544626||352400000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/SB5gOp13RVSNco4HC8yDbw_11070082986a5634e1aa6623_55577396_03000260XX1.jpg;https://127-foto.netlify.app/182.jpg;BILORY 3524(221);;;;
13;221;ADALINA;221ADALINA;271;Pantalone;ADALINA;1407;5;544352||140700000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xyIysuyUQgSWXmXJkPtlsQ_10605108646a14522e8e11a7_19383586_02900070XX1.jpg;https://127-foto.netlify.app/182.jpg;ADALINA 1407(221);;;;
13;221;IAPIGE;221IAPIGE;271;Borsa;IAPIGE;2264 0002;99;544272||226400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zJZAly2zQS-u2eAs4ykTOg_16970615336a145327b51567_35646153_02970150XX1.jpg;https://127-foto.netlify.app/182.jpg;IAPIGE 2264 0002(221);;;;
13;221;XGINEVRA;221XGINEVRA;271;Occhiali Sole;XGINEVRA;0101 0002;99;544316||10100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/84ZdHDm-TmOwh5SxtnSO8g_7747925676a1453372ead67_25970379_02971300XX1.jpg;https://127-foto.netlify.app/182.jpg;XGINEVRA 0101 0002(221);;;;
13;221;NONA;221NONA;271;Bracciale;NONA;2;99;544361||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/NCVbcOEzTZ-NyeviAg7xyQ_15946604066a14533a4d6852_60896697_02971370XX4.jpg;https://127-foto.netlify.app/182.jpg;NONA 2(221);;;;
13;221;NEVISCHIO     A;221NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/182.jpg;NEVISCHIO     A 2(221);;;;
13;221;USCITA;221USCITA;271;Calzature;USCITA;2264 2264;99;544431||226422640000;#N/D;https://127-foto.netlify.app/182.jpg;USCITA 2264 2264(221);;;;
13;221;DIADELFO;221DIADELFO;271;Cintura;DIADELFO;1566 2228 0002;99;544564||156622280002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/WhatsApp Image 2026-07-15 at 10.03.35 (3).jpeg;https://127-foto.netlify.app/182.jpg;DIADELFO 1566 2228 0002(221);;;;
13;222;PRATO;222PRATO;271;Abito;PRATO;1215;7;544061||121500000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/OKDIsLSaT7eH2DV78FO0tQ_13360481026a5634f82304c4_86611780_03010300XX1.jpg;https://127-foto.netlify.app/278.jpg;PRATO 1215(222);;;;
13;222;IAPIGE;222IAPIGE;271;Borsa;IAPIGE;2534 0002;99;544272||253400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/5xAFCcDFRQiAS266r-alZg_21036213406a145328af1c74_64525938_02970170XX1.jpg;https://127-foto.netlify.app/278.jpg;IAPIGE 2534 0002(222);;;;
13;222;NEMBO;222NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/278.jpg;NEMBO 2(222);;;;
13;222;NEVISCHIO     A;222NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/278.jpg;NEVISCHIO     A 2(222);;;;
13;222;ULLANO        B;222ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/278.jpg;ULLANO        B 49(222);;;;
13;222;DAMIETTA;222DAMIETTA;271;Cintura;DAMIETTA;2;99;544486||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/klaNMdKISpOxnwF12n9kWg_12483183316a145343c682c9_65526302_02971730XX1.jpg;https://127-foto.netlify.app/278.jpg;DAMIETTA 2(222);;;;
13;223;COSMIA;223COSMIA;271;Giacca;COSMIA;1209 0202;1;100795||120902020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/NdwF-FUAQZSTkuv872rINQ_18466452306a56353d3c35f6_61221697_03040530XX1.jpg;https://127-foto.netlify.app/229.jpg;COSMIA 1209 0202(223);;;;
13;223;CROMISTA;223CROMISTA;271;Top;CROMISTA;1209 0202;3;100793||120902020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/u0dC8pB_QiKdbPn-4y3Efw_3424901386a56353e38fd45_97005808_03040550XX1.jpg;https://127-foto.netlify.app/229.jpg;CROMISTA 1209 0202(223);;;;
13;223;ADELAIDA;223ADELAIDA;271;Pantalone;ADELAIDA;202;5;544517||20200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DNE4aRdqSUCbaEBYuKmvcQ_18561447786a5634c9c87700_24984861_02990050XX1.jpg;https://127-foto.netlify.app/229.jpg;ADELAIDA 202(223);;;;
13;223;IAPIGE;223IAPIGE;271;Borsa;IAPIGE;2534 0002;99;544272||253400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/5xAFCcDFRQiAS266r-alZg_21036213406a145328af1c74_64525938_02970170XX1.jpg;https://127-foto.netlify.app/229.jpg;IAPIGE 2534 0002(223);;;;
13;223;NEMBO;223NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/229.jpg;NEMBO 2(223);;;;
13;223;NEVISCHIO     A;223NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/229.jpg;NEVISCHIO     A 2(223);;;;
13;223;ULLANO        B;223ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/229.jpg;ULLANO        B 49(223);;;;
10;224;CASSIANO;224CASSIANO;271;Giacca;CASSIANO;3530;1;100816||353000000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/W4uCdm1ER9SHg05BqYWMjw_12244866056a56352a875d54_82256935_03040180XX1.jpg;https://127-foto.netlify.app/191.jpg;CASSIANO 3530(224);;;;
10;224;CUNICOLO      E;224CUNICOLO      E;271;Top;CUNICOLO      E;3530;3;100673||353000000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/dQeEDb3hRRymlKKuyCxrsg_16414940116a563540952c96_29510691_03040630XX1.jpg;https://127-foto.netlify.app/191.jpg;CUNICOLO      E 3530(224);;;;
10;224;ANIDRO;224ANIDRO;271;Pantalone;ANIDRO;201;5;544585||20100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/3Xsx-RK0QJy-qGP1Q3gRVA_19700470796a5634cd8fc8b5_42727777_02990130XX1.jpg;https://127-foto.netlify.app/191.jpg;ANIDRO 201(224);;;;
10;224;NUTRIENTE;224NUTRIENTE;271;Collana;NUTRIENTE;0598 0002;99;544260||59800020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/04aR5_TKRrmt9iNx0MZFWA_17372991316a1450d59e7d51_97644694_02970950XX1.jpg;https://127-foto.netlify.app/191.jpg;NUTRIENTE 0598 0002(224);;;;
10;224;NOMINE;224NOMINE;271;Collana;NOMINE;2;99;544269||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zWF_wa-RRkCtIZillbBHsg_18686290266a145339dceb21_18147814_02971360XX1-2.jpg;https://127-foto.netlify.app/191.jpg;NOMINE 2(224);;;;
10;224;NONA;224NONA;271;Bracciale;NONA;2;99;544361||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/NCVbcOEzTZ-NyeviAg7xyQ_15946604066a14533a4d6852_60896697_02971370XX4.jpg;https://127-foto.netlify.app/191.jpg;NONA 2(224);;;;
10;224;ULLANO        B;224ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/191.jpg;ULLANO        B 49(224);;;;
10;225;CERCARE;225CERCARE;271;Abito;CERCARE;3530;7;100802||353000000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/v5n6Sux2S1GmCpLmSPOglw_19442847756a56352bcc3834_36204951_03040200XX1.jpg;https://127-foto.netlify.app/248.jpg;CERCARE 3530(225);;;;
10;225;NUTRIENTE;225NUTRIENTE;271;Collana;NUTRIENTE;0598 0002;99;544260||59800020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/04aR5_TKRrmt9iNx0MZFWA_17372991316a1450d59e7d51_97644694_02970950XX1.jpg;https://127-foto.netlify.app/248.jpg;NUTRIENTE 0598 0002(225);;;;
10;225;NIOLO;225NIOLO;271;Orecchino;NIOLO;0584 0002;99;544359||58400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/KWeYAv5tTmOGaIPvfCsdBw_17363082466a14532f8b7535_04386111_02970710XX1.jpg;https://127-foto.netlify.app/248.jpg;NIOLO 0584 0002(225);;;;
10;225;NEMBO;225NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/248.jpg;NEMBO 2(225);;;;
10;225;ULTEN         A;225ULTEN         A;271;Calzature;ULTEN         A;2;99;544635||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/ULTEN_200000000.jpg;https://127-foto.netlify.app/248.jpg;ULTEN         A 2(225);;;;
10;226;BRISE;226BRISE;271;Camicia;BRISE;523;2;544319||52300000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/OxM8AT4GR3qJrk2l2QSx-w_10593633456a5634e79e1d21_56305565_03000410XX1.jpg;https://127-foto.netlify.app/194.jpg;BRISE 523(226);;;;
10;226;ADELAIDA;226ADELAIDA;271;Pantalone;ADELAIDA;202;5;544517||20200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DNE4aRdqSUCbaEBYuKmvcQ_18561447786a5634c9c87700_24984861_02990050XX1.jpg;https://127-foto.netlify.app/194.jpg;ADELAIDA 202(226);;;;
10;226;NOMINE;226NOMINE;271;Collana;NOMINE;2;99;544269||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zWF_wa-RRkCtIZillbBHsg_18686290266a145339dceb21_18147814_02971360XX1-2.jpg;https://127-foto.netlify.app/194.jpg;NOMINE 2(226);;;;
10;226;IAPIGE;226IAPIGE;271;Borsa;IAPIGE;2339 0002;99;544272||233900020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/cvf7J-0iQ4ecP4xpRAXFnA_4276540736a1453282dde79_10220699_02970160XX1.jpg;https://127-foto.netlify.app/194.jpg;IAPIGE 2339 0002(226);;;;
10;226;NOGAL;226NOGAL;271;Collana;NOGAL;0002 0007;99;544274||200070000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/50UZ6LT8S0ykxcZZ0vfbxw_13068316976a56433ba0a697_73125571_03050470XX1.jpg;https://127-foto.netlify.app/194.jpg;NOGAL 0002 0007(226);;;;
10;226;NOIR;226NOIR;271;Collana;NOIR;0002 0007;99;544276||200070000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/RUZ1sOaNTcOwm5u3RIeOrA_14344675876a56433e1e6fd8_50060159_03050530XX1.jpg;https://127-foto.netlify.app/194.jpg;NOIR 0002 0007(226);;;;
10;226;DIVINITA;226DIVINITA;271;Cintura;DIVINITA;1197;99;544413||119700000000;#N/D;https://127-foto.netlify.app/194.jpg;DIVINITA 1197(226);;;;
10;226;NEVISCHIO     A;226NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/194.jpg;NEVISCHIO     A 2(226);;;;
10;226;UMBERINO      A;226UMBERINO      A;271;Calzature;UMBERINO      A;2339;99;544464||233900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/BzP2Kd-kRe-WbaI2eUQcgQ_10356781886a145333bffbe9_96445397_02971220XX1.jpg;https://127-foto.netlify.app/194.jpg;UMBERINO      A 2339(226);;;;
11;227;PAGGETTO;227PAGGETTO;271;Abito;PAGGETTO;0523 0523;7;544222||52305230000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/qC39dk5-QZin4l58LvcKNQ_12915810076a5634eb228913_96721742_03010040XX1.jpg;https://127-foto.netlify.app/192.jpg;PAGGETTO 0523 0523(227);;;;
11;227;NEMBO;227NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/192.jpg;NEMBO 2(227);;;;
11;227;NEVISCHIO     A;227NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/192.jpg;NEVISCHIO     A 2(227);;;;
11;227;ULLANO        B;227ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/192.jpg;ULLANO        B 49(227);;;;
11;227;ILLASI        B;227ILLASI        B;271;Borsa;ILLASI        B;0501 0002;99;544637||50100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/ILLASIA_50100020000.jpg;https://127-foto.netlify.app/192.jpg;ILLASI        B 0501 0002(227);;;;
11;227;DISI          D;227DISI          D;271;Cintura;DISI          D;38;99;544638||3800000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LQFzBHgNQ3ClNIWq8-tcyw_4484112296a56432e99e8f4_71661009_03050170XX1.jpg;https://127-foto.netlify.app/192.jpg;DISI          D 38(227);;;;
10;228;CINZIANA;228CINZIANA;271;Pullover;CINZIANA;3530;4;100839||353000000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/Y6Tj6fW9Rr6JZ75YMJZhjw_4019287516a56352eb076e0_44295369_03040250XX1.jpg;https://127-foto.netlify.app/193.jpg;CINZIANA 3530(228);;;;
10;228;ANIDRO;228ANIDRO;271;Pantalone;ANIDRO;201;5;544585||20100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/3Xsx-RK0QJy-qGP1Q3gRVA_19700470796a5634cd8fc8b5_42727777_02990130XX1.jpg;https://127-foto.netlify.app/193.jpg;ANIDRO 201(228);;;;
10;228;NEMBO;228NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/193.jpg;NEMBO 2(228);;;;
10;228;NEVISCHIO     A;228NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/193.jpg;NEVISCHIO     A 2(228);;;;
10;228;ULLANO        B;228ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/193.jpg;ULLANO        B 49(228);;;;
10;228;DAMIETTA;228DAMIETTA;271;Cintura;DAMIETTA;2;99;544486||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/klaNMdKISpOxnwF12n9kWg_12483183316a145343c682c9_65526302_02971730XX1.jpg;https://127-foto.netlify.app/193.jpg;DAMIETTA 2(228);;;;
11;229;VETRATE       A;229VETRATE       A;271;Giacca;VETRATE       A;523;1;544502||52300000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/wKyLRJsLSlWEX1Nl5rjlWQ_4438750186a56351d853db3_09052036_03030100XX1.jpg;https://127-foto.netlify.app/296.jpg;VETRATE       A 523(229);;;;
11;229;CABRERA;229CABRERA;271;Pullover;CABRERA;203;4;100840||20300000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/3kwFlrZZTHGjL0-JFL2jCg_959203906a563543731ef7_90322748_03040690XX1.jpg;https://127-foto.netlify.app/296.jpg;CABRERA 203(229);;;;
11;229;ATONALE;229ATONALE;271;Pantalone;ATONALE;523;5;544576||52300000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/_jpSVX7zRWOx6tW4qh-9dA_17387003246a5634d3cdb956_71788016_02990250XX1.jpg;https://127-foto.netlify.app/296.jpg;ATONALE 523(229);;;;
11;229;NUTRIENTE;229NUTRIENTE;271;Collana;NUTRIENTE;0598 0002;99;544260||59800020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/04aR5_TKRrmt9iNx0MZFWA_17372991316a1450d59e7d51_97644694_02970950XX1.jpg;https://127-foto.netlify.app/296.jpg;NUTRIENTE 0598 0002(229);;;;
11;229;ULLANO        B;229ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/296.jpg;ULLANO        B 49(229);;;;
;230;CURIOSO;230CURIOSO;271;Pullover;CURIOSO;0201 0201;4;100792||20102010000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/L8TPupdVQu-sLT98suG_nQ_2956056936a563541134642_12904353_03040640XX1.jpg;https://127-foto.netlify.app/172.jpg;CURIOSO 0201 0201(230);;;;
;230;ADELAIDA;230ADELAIDA;271;Pantalone;ADELAIDA;202;5;544517||20200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DNE4aRdqSUCbaEBYuKmvcQ_18561447786a5634c9c87700_24984861_02990050XX1.jpg;https://127-foto.netlify.app/172.jpg;ADELAIDA 202(230);;;;
;230;NAIADI;230NAIADI;271;Collana;NAIADI;0002 0002;99;544266||200020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/e-a1dr97S8KphDkJDUA7TQ_16439077306a1450cba7ce84_12281629_02970250XX1.jpg;https://127-foto.netlify.app/172.jpg;NAIADI 0002 0002(230);;;;
;230;NEUTRINO;230NEUTRINO;271;Bracciale;NEUTRINO;0201 0002;99;544360||20100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/cSmqXdcjSlWWENtE9crr1A_8204655606a14532dc6f1c6_80420471_02970500XX1.jpg;https://127-foto.netlify.app/172.jpg;NEUTRINO 0201 0002(230);;;;
