GR;nr_modello;nome_modello;conc.;collezione;specifica;nome_modello.1;colore;ordinamento;ID Joor;Foto;fotolook;Concatena;;;;
8;183;CIRCOLETTO;183CIRCOLETTO;271;Pullover;CIRCOLETTO;2840;4;100827||284000000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/O6NA_Vi4QsWHcgJeQjUWyg_3875197886a56352fe5c709_67051461_03040270XX1.jpg;https://127-foto.netlify.app/218.jpg;CIRCOLETTO 2840(183);;;;
8;183;AVOLA         A;183AVOLA         A;271;Bermuda;AVOLA         A;979;5;544633||97900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/cKrimcpxSYW8xYVdpjMARw_14406519836a5634d761d7b7_50207026_02990320XX1.jpg;https://127-foto.netlify.app/218.jpg;AVOLA         A 979(183);;;;
8;183;XAURORA;183XAURORA;271;Occhiali Sole;XAURORA;0101 0002;99;544317||10100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/fnyk7LQdQ4qYb5fy9yk4Iw_6977136496a145336c0ca77_10334535_02971290XX1.jpg;https://127-foto.netlify.app/218.jpg;XAURORA 0101 0002(183);;;;
8;183;NONA;183NONA;271;Bracciale;NONA;2;99;544361||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/NCVbcOEzTZ-NyeviAg7xyQ_15946604066a14533a4d6852_60896697_02971370XX4.jpg;https://127-foto.netlify.app/218.jpg;NONA 2(183);;;;
8;183;USCITA;183USCITA;271;Calzature;USCITA;2264 2264;99;544431||226422640000;#N/D;https://127-foto.netlify.app/218.jpg;USCITA 2264 2264(183);;;;
8;183;IMPERATA;183IMPERATA;271;Borsa;IMPERATA;1174 2264 0002;99;544433||117422640002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/Pj2SRbtfRqCKR0Mxwii2bw_8265263486a56433527aa88_71522837_03050330XX1.jpg;https://127-foto.netlify.app/218.jpg;IMPERATA 1174 2264 0002(183);;;;
1;184;CIRCONDARIO;184CIRCONDARIO;271;Pullover;CIRCONDARIO;2263;4;100826||226300000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/BaYEyEMATIyoWsPhhnxTsw_17414040106a563532039904_69648471_03040300XX1.jpg;https://127-foto.netlify.app/166.jpg;CIRCONDARIO 2263(184);;;;
1;184;ATONALE;184ATONALE;271;Pantalone;ATONALE;1696;5;544576||169600000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/Y7iPjGsGRBC11BkyJcz7-Q_14127318676a5634d57868b8_92879627_02990280XX1.jpg;https://127-foto.netlify.app/166.jpg;ATONALE 1696(184);;;;
1;184;IMMENSITA;184IMMENSITA;271;Borsa;IMMENSITA;2246 0002;99;544205||224600020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/GyNmCeSMTxKqyvDYn3C1FA_5201397756a564332cfa872_94624443_03050280XX1.jpg;https://127-foto.netlify.app/166.jpg;IMMENSITA 2246 0002(184);;;;
1;184;NUTRIENTE;184NUTRIENTE;271;Collana;NUTRIENTE;1531 0002;99;544260||153100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/vjw0U7GXRSeCZVt-Yg07vA_16975754386a1450d4770ef9_09843333_02970920XX1.jpg;https://127-foto.netlify.app/166.jpg;NUTRIENTE 1531 0002(184);;;;
1;184;NOIR;184NOIR;271;Collana;NOIR;0002 0007;99;544276||200070000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/RUZ1sOaNTcOwm5u3RIeOrA_14344675876a56433e1e6fd8_50060159_03050530XX1.jpg;https://127-foto.netlify.app/166.jpg;NOIR 0002 0007(184);;;;
1;184;NONA;184NONA;271;Bracciale;NONA;2;99;544361||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/NCVbcOEzTZ-NyeviAg7xyQ_15946604066a14533a4d6852_60896697_02971370XX4.jpg;https://127-foto.netlify.app/166.jpg;NONA 2(184);;;;
1;184;USCITA;184USCITA;271;Calzature;USCITA;2264 2264;99;544431||226422640000;#N/D;https://127-foto.netlify.app/166.jpg;USCITA 2264 2264(184);;;;
;185;VELA;185VELA;271;Giacca;VELA;967;1;544046||96700000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/PZXcb4jBSMG2vEOrGo2LLw_2422790046a563519e5fea6_80407189_03030040XX1.jpg;https://127-foto.netlify.app/163.jpg;VELA 967(185);;;;
;185;ARTEMISIA;185ARTEMISIA;271;Pantalone;ARTEMISIA;967;5;544501||96700000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/0F-vYrKYRGqqA6J_cBp_DQ_20488133736a5634d0211139_36228012_02990180XX1.jpg;https://127-foto.netlify.app/163.jpg;ARTEMISIA 967(185);;;;
;185;NILVANGE;185NILVANGE;271;Collana;NILVANGE;2266 0002;99;544246||226600020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/cziJ_NyoSJOQhmH2Vd2S9A_3224662416a56433906e843_46721338_03050420XX1.jpg;https://127-foto.netlify.app/163.jpg;NILVANGE 2266 0002(185);;;;
;185;NOMINE;185NOMINE;271;Collana;NOMINE;2;99;544269||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zWF_wa-RRkCtIZillbBHsg_18686290266a145339dceb21_18147814_02971360XX1-2.jpg;https://127-foto.netlify.app/163.jpg;NOMINE 2(185);;;;
;185;IMPARI;185IMPARI;271;Borsa;IMPARI;0943 3574 0002;99;544328||94335740002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xAY7WiCeSNif-QACtjyfaA_12851178906a5643342a6438_10784813_03050310XX1.jpg;https://127-foto.netlify.app/163.jpg;IMPARI 0943 3574 0002(185);;;;
;185;NEMBO;185NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/163.jpg;NEMBO 2(185);;;;
;185;UBINO;185UBINO;271;Calzature;UBINO;0941 0906;99;544524||94109060000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/pZjxYzakS2alqdDJaK96TA_16027437726a5643450d69d9_68998738_03050750XX1.jpg;https://127-foto.netlify.app/163.jpg;UBINO 0941 0906(185);;;;
1;186;PALMIRA;186PALMIRA;271;Abito;PALMIRA;1696;7;544539||169600000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/JNd93cScQ7mSOlmMghsQjA_7445106526a5634ed8b7a65_96010700_03010090XX1.jpg;https://127-foto.netlify.app/250.jpg;PALMIRA 1696(186);;;;
1;186;IMMENSITA;186IMMENSITA;271;Borsa;IMMENSITA;2246 0002;99;544205||224600020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/GyNmCeSMTxKqyvDYn3C1FA_5201397756a564332cfa872_94624443_03050280XX1.jpg;https://127-foto.netlify.app/250.jpg;IMMENSITA 2246 0002(186);;;;
1;186;NEMBO;186NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/250.jpg;NEMBO 2(186);;;;
1;186;USCITA;186USCITA;271;Calzature;USCITA;2264 2264;99;544431||226422640000;#N/D;https://127-foto.netlify.app/250.jpg;USCITA 2264 2264(186);;;;
1;186;NEVIGLIE;186NEVIGLIE;271;Orecchino;NEVIGLIE;0574 0927 0002;99;544457||57409270002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/K3ZDNI-eRU-cv2BQEK5HtQ_19105815366a145340d5b679_49273593_02971610XX1.jpg;https://127-foto.netlify.app/250.jpg;NEVIGLIE 0574 0927 0002(186);;;;
1;186;DENARI        A;186DENARI        A;271;Cintura;DENARI        A;1190 2243 0002;99;544527||119022430002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/5LbhtGMVSC-QEg4WY3qaGw_15407108866a56432ccf3923_24458432_03050080XX1.jpg;https://127-foto.netlify.app/250.jpg;DENARI        A 1190 2243 0002(186);;;;
1;187;VELA;187VELA;271;Giacca;VELA;967;1;544046||96700000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/PZXcb4jBSMG2vEOrGo2LLw_2422790046a563519e5fea6_80407189_03030040XX1.jpg;https://127-foto.netlify.app/162.jpg;VELA 967(187);;;;
1;187;TAVOLOZZA;187TAVOLOZZA;271;Gonna;TAVOLOZZA;967;6;544532||96700000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/QJlJWDbbSniaUmWcGge6qQ_20546205636a56351739ab41_62983271_03020090XX1.jpg;https://127-foto.netlify.app/162.jpg;TAVOLOZZA 967(187);;;;
1;187;NOMINE;187NOMINE;271;Collana;NOMINE;2;99;544269||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zWF_wa-RRkCtIZillbBHsg_18686290266a145339dceb21_18147814_02971360XX1-2.jpg;https://127-foto.netlify.app/162.jpg;NOMINE 2(187);;;;
1;187;NONCHE;187NONCHE;271;Orecchino;NONCHE;0987 0002;99;544277||98700020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/pm-ypkqpRfSdX_lwmDdGGg_21397869676a14533b115a22_20344486_02971390XX1.jpg;https://127-foto.netlify.app/162.jpg;NONCHE 0987 0002(187);;;;
1;187;IMPARI;187IMPARI;271;Borsa;IMPARI;0943 3574 0002;99;544328||94335740002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xAY7WiCeSNif-QACtjyfaA_12851178906a5643342a6438_10784813_03050310XX1.jpg;https://127-foto.netlify.app/162.jpg;IMPARI 0943 3574 0002(187);;;;
1;187;NEMBO;187NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/162.jpg;NEMBO 2(187);;;;
1;187;UBINO;187UBINO;271;Calzature;UBINO;0941 0906;99;544524||94109060000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/pZjxYzakS2alqdDJaK96TA_16027437726a5643450d69d9_68998738_03050750XX1.jpg;https://127-foto.netlify.app/162.jpg;UBINO 0941 0906(187);;;;
1;188;VERITIERO;188VERITIERO;271;Giacca;VERITIERO;1696;1;544063||169600000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/V8Z9OHnmSgWUxiJGdadGPA_20284029136a56351c502e37_36109473_03030080XX1.jpg;https://127-foto.netlify.app/167.jpg;VERITIERO 1696(188);;;;
1;188;BATIDE;188BATIDE;271;Camicia;BATIDE;3385;2;544530||338500000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/3HnP7TwTSnuIzA1TtJmcJQ_14127153276a5634df704ac0_24027177_03000180XX1.jpg;https://127-foto.netlify.app/167.jpg;BATIDE 3385(188);;;;
1;188;ATONALE;188ATONALE;271;Pantalone;ATONALE;1696;5;544576||169600000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/Y7iPjGsGRBC11BkyJcz7-Q_14127318676a5634d57868b8_92879627_02990280XX1.jpg;https://127-foto.netlify.app/167.jpg;ATONALE 1696(188);;;;
1;188;IAPIGE;188IAPIGE;271;Borsa;IAPIGE;2264 0002;99;544272||226400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zJZAly2zQS-u2eAs4ykTOg_16970615336a145327b51567_35646153_02970150XX1.jpg;https://127-foto.netlify.app/167.jpg;IAPIGE 2264 0002(188);;;;
1;188;NONCHE;188NONCHE;271;Orecchino;NONCHE;0987 0002;99;544277||98700020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/pm-ypkqpRfSdX_lwmDdGGg_21397869676a14533b115a22_20344486_02971390XX1.jpg;https://127-foto.netlify.app/167.jpg;NONCHE 0987 0002(188);;;;
1;188;NERVINO;188NERVINO;271;Spilla;NERVINO;2;99;544280||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/YcL80-XURr2okSTWkki-Zg_6384356166a14532c0c0878_17482258_02970460XX1.jpg;https://127-foto.netlify.app/167.jpg;NERVINO 2(188);;;;
1;188;USCITA;188USCITA;271;Calzature;USCITA;2264 2264;99;544431||226422640000;#N/D;https://127-foto.netlify.app/167.jpg;USCITA 2264 2264(188);;;;
1;189;CLARICE;189CLARICE;271;Giacca;CLARICE;3921;1;100803||392100000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/sUvYwTFdQRCUQ3umt2C-QQ_2745299256a5635333c8458_56211463_03040320XX1.jpg;https://127-foto.netlify.app/164.jpg;CLARICE 3921(189);;;;
1;189;ARTEMISIA;189ARTEMISIA;271;Pantalone;ARTEMISIA;967;5;544501||96700000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/0F-vYrKYRGqqA6J_cBp_DQ_20488133736a5634d0211139_36228012_02990180XX1.jpg;https://127-foto.netlify.app/164.jpg;ARTEMISIA 967(189);;;;
1;189;NILVANGE;189NILVANGE;271;Collana;NILVANGE;2266 0002;99;544246||226600020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/cziJ_NyoSJOQhmH2Vd2S9A_3224662416a56433906e843_46721338_03050420XX1.jpg;https://127-foto.netlify.app/164.jpg;NILVANGE 2266 0002(189);;;;
1;189;IMPARI;189IMPARI;271;Borsa;IMPARI;0943 3574 0002;99;544328||94335740002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xAY7WiCeSNif-QACtjyfaA_12851178906a5643342a6438_10784813_03050310XX1.jpg;https://127-foto.netlify.app/164.jpg;IMPARI 0943 3574 0002(189);;;;
1;189;NEMBO;189NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/164.jpg;NEMBO 2(189);;;;
1;189;NEVIGLIE;189NEVIGLIE;271;Orecchino;NEVIGLIE;0574 0927 0002;99;544457||57409270002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/K3ZDNI-eRU-cv2BQEK5HtQ_19105815366a145340d5b679_49273593_02971610XX1.jpg;https://127-foto.netlify.app/164.jpg;NEVIGLIE 0574 0927 0002(189);;;;
1;189;UBINO;189UBINO;271;Calzature;UBINO;0941 0906;99;544524||94109060000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/pZjxYzakS2alqdDJaK96TA_16027437726a5643450d69d9_68998738_03050750XX1.jpg;https://127-foto.netlify.app/164.jpg;UBINO 0941 0906(189);;;;
2;190;CABRERA;190CABRERA;271;Pullover;CABRERA;1920;4;100840||192000000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/hMSc2TokT3CkSM9KYlSNgA_16366258616a563524eefe27_28650803_03040060XX1.jpg;https://127-foto.netlify.app/179.jpg;CABRERA 1920(190);;;;
2;190;TAFFY;190TAFFY;271;Gonna;TAFFY;3545;6;544516||354500000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/jJjahU2CSHeRp2dsGREn_g_7118491606a56351372af31_92266810_03020010XX1.jpg;https://127-foto.netlify.app/179.jpg;TAFFY 3545(190);;;;
2;190;NOMAGLIO      C;190NOMAGLIO      C;271;Bracciale;NOMAGLIO      C;0903 1507 0002;99;544242||90315070002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/1L6tlfjKQ7y08YEgiUwcYQ_16376100936a1453394e2a43_07744812_02971350XX1.jpg;https://127-foto.netlify.app/179.jpg;NOMAGLIO      C 0903 1507 0002(190);;;;
2;190;NEFERITE;190NEFERITE;271;Collana;NEFERITE;0987 0095;99;544408||98700950000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/pU8hIlQtSRK7NfC-DfegTQ_20922923456a1450ce90ca35_58812103_02970390XX1.jpg;https://127-foto.netlify.app/179.jpg;NEFERITE 0987 0095(190);;;;
2;190;NEVISCHIO     A;190NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/179.jpg;NEVISCHIO     A 2(190);;;;
2;190;UBINO;190UBINO;271;Calzature;UBINO;0941 0906;99;544524||94109060000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/pZjxYzakS2alqdDJaK96TA_16027437726a5643450d69d9_68998738_03050750XX1.jpg;https://127-foto.netlify.app/179.jpg;UBINO 0941 0906(190);;;;
2;191;CINZIANA;191CINZIANA;271;Pullover;CINZIANA;934;4;100839||93400000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/njVuYdS-SE6ZGj0p8tqCgA_1450238086a56352e2355a6_84366767_03040240XX1.jpg;https://127-foto.netlify.app/274.jpg;CINZIANA 934(191);;;;
2;191;ADRIA;191ADRIA;271;Pantalone;ADRIA;979;5;544340||97900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/0YnfvNgTRAumCNxwmIcU8A_10529249146a1452395a5a09_45185457_02900420XX1.jpg;https://127-foto.netlify.app/274.jpg;ADRIA 979(191);;;;
2;191;NOMAGLIO      C;191NOMAGLIO      C;271;Bracciale;NOMAGLIO      C;0987 0212 0002;99;544242||98702120002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/o4el4WDST_GAnO-UD8TmTw_4020636746a145338e3be47_39681256_02971340XX1.jpg;https://127-foto.netlify.app/274.jpg;NOMAGLIO      C 0987 0212 0002(191);;;;
2;191;NOMINE;191NOMINE;271;Collana;NOMINE;2;99;544269||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zWF_wa-RRkCtIZillbBHsg_18686290266a145339dceb21_18147814_02971360XX1-2.jpg;https://127-foto.netlify.app/274.jpg;NOMINE 2(191);;;;
2;191;IAPIGE;191IAPIGE;271;Borsa;IAPIGE;2264 0002;99;544272||226400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zJZAly2zQS-u2eAs4ykTOg_16970615336a145327b51567_35646153_02970150XX1.jpg;https://127-foto.netlify.app/274.jpg;IAPIGE 2264 0002(191);;;;
2;191;NEVIGLIE;191NEVIGLIE;271;Orecchino;NEVIGLIE;0212 0987 0002;99;544457||21209870002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/pBWomEtORpmttUyUZ8p8EQ_3710773156a1453417183e8_17218047_02971620XX1.jpg;https://127-foto.netlify.app/274.jpg;NEVIGLIE 0212 0987 0002(191);;;;
2;191;UBINO;191UBINO;271;Calzature;UBINO;0941 0906;99;544524||94109060000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/pZjxYzakS2alqdDJaK96TA_16027437726a5643450d69d9_68998738_03050750XX1.jpg;https://127-foto.netlify.app/274.jpg;UBINO 0941 0906(191);;;;
2;192;PUEBLO;192PUEBLO;271;Abito;PUEBLO;1906;7;544511||190600000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/-dW_NasbQTOBSJQwlp7Atg_21079298966a5634fb362f13_16151366_03010360XX1.jpg;https://127-foto.netlify.app/180.jpg;PUEBLO 1906(192);;;;
2;192;NOMAGLIO      C;192NOMAGLIO      C;271;Bracciale;NOMAGLIO      C;0903 1507 0002;99;544242||90315070002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/1L6tlfjKQ7y08YEgiUwcYQ_16376100936a1453394e2a43_07744812_02971350XX1.jpg;https://127-foto.netlify.app/180.jpg;NOMAGLIO      C 0903 1507 0002(192);;;;
2;192;IMPARI;192IMPARI;271;Borsa;IMPARI;0943 3574 0002;99;544328||94335740002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xAY7WiCeSNif-QACtjyfaA_12851178906a5643342a6438_10784813_03050310XX1.jpg;https://127-foto.netlify.app/180.jpg;IMPARI 0943 3574 0002(192);;;;
2;192;NIOLO;192NIOLO;271;Orecchino;NIOLO;0906 0002;99;544359||90600020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/1-xs-rz7TtebHsiXxYKdJQ_2417545486a14533026e528_13948233_02970720XX1.jpg;https://127-foto.netlify.app/180.jpg;NIOLO 0906 0002(192);;;;
2;192;UBINO;192UBINO;271;Calzature;UBINO;0941 0906;99;544524||94109060000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/pZjxYzakS2alqdDJaK96TA_16027437726a5643450d69d9_68998738_03050750XX1.jpg;https://127-foto.netlify.app/180.jpg;UBINO 0941 0906(192);;;;
2;192;DENARI        A;192DENARI        A;271;Cintura;DENARI        A;1190 2243 0002;99;544527||119022430002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/5LbhtGMVSC-QEg4WY3qaGw_15407108866a56432ccf3923_24458432_03050080XX1.jpg;https://127-foto.netlify.app/180.jpg;DENARI        A 1190 2243 0002(192);;;;
2;193;PUNTINO;193PUNTINO;271;Abito;PUNTINO;2334;7;544254||233400000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/RwbxMz0fT1GuBtDgxLS1QA_10521605336a563511e459f2_65786273_03010370XX1.jpg;https://127-foto.netlify.app/290.jpg;PUNTINO 2334(193);;;;
2;193;RADENTE;193RADENTE;271;Foulard;RADENTE;3570;99;544151||357000000000;0;https://127-foto.netlify.app/290.jpg;RADENTE 3570(193);;;;
2;193;IAPIGE;193IAPIGE;271;Borsa;IAPIGE;2264 0002;99;544272||226400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zJZAly2zQS-u2eAs4ykTOg_16970615336a145327b51567_35646153_02970150XX1.jpg;https://127-foto.netlify.app/290.jpg;IAPIGE 2264 0002(193);;;;
2;193;XGINEVRA;193XGINEVRA;271;Occhiali Sole;XGINEVRA;0064 0002;99;544316||6400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/JUqyozM8RJqnlDKzvmKj-g_19960329086a5643482974f2_64305282_03050820XX1.jpg;https://127-foto.netlify.app/290.jpg;XGINEVRA 0064 0002(193);;;;
2;193;USCITA;193USCITA;271;Calzature;USCITA;2264 2264;99;544431||226422640000;#N/D;https://127-foto.netlify.app/290.jpg;USCITA 2264 2264(193);;;;
2;194;VADIANA;194VADIANA;271;Giacca;VADIANA;2298;1;544195||229800000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/F2N4RZVnReqf0NzojoOKOg_15351813826a563518ca92d3_85603265_03030020XX1.jpg;https://127-foto.netlify.app/294.jpg;VADIANA 2298(194);;;;
2;194;ABANTE;194ABANTE;271;Pantalone;ABANTE;2298;5;544497||229800000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/6EGCga9qSHC2pJBzg9pgLw_20814815956a5634c9479f53_97783016_02990040XX1.jpg;https://127-foto.netlify.app/294.jpg;ABANTE 2298(194);;;;
2;194;IAPIGE;194IAPIGE;271;Borsa;IAPIGE;2264 0002;99;544272||226400020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zJZAly2zQS-u2eAs4ykTOg_16970615336a145327b51567_35646153_02970150XX1.jpg;https://127-foto.netlify.app/294.jpg;IAPIGE 2264 0002(194);;;;
2;194;XAURORA;194XAURORA;271;Occhiali Sole;XAURORA;0101 0002;99;544317||10100020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/fnyk7LQdQ4qYb5fy9yk4Iw_6977136496a145336c0ca77_10334535_02971290XX1.jpg;https://127-foto.netlify.app/294.jpg;XAURORA 0101 0002(194);;;;
2;194;NEMBO;194NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/294.jpg;NEMBO 2(194);;;;
2;194;NEVISCHIO     A;194NEVISCHIO     A;271;Orecchino;NEVISCHIO     A;2;99;544429||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/DQWAE_vBS7i1YR1OzJeDhw_21086673106a1453421044e4_96117532_02971630XX1.jpg;https://127-foto.netlify.app/294.jpg;NEVISCHIO     A 2(194);;;;
2;194;USCITA;194USCITA;271;Calzature;USCITA;2264 2264;99;544431||226422640000;#N/D;https://127-foto.netlify.app/294.jpg;USCITA 2264 2264(194);;;;
13;195;VELA;195VELA;271;Giacca;VELA;1280;1;544046||128000000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/MPItbY0aTJ-0bjMy6mJBvg_16157024736a56351a854496_20333856_03030050XX1.jpg;https://127-foto.netlify.app/283.jpg;VELA 1280(195);;;;
13;195;TAVOLOZZA;195TAVOLOZZA;271;Gonna;TAVOLOZZA;1280;6;544532||128000000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/ioagCuPmRjS5ny7bu0ObFA_20187147046a563517c4c778_31373622_03020100XX1.jpg;https://127-foto.netlify.app/283.jpg;TAVOLOZZA 1280(195);;;;
13;195;NOMINE;195NOMINE;271;Collana;NOMINE;2;99;544269||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/zWF_wa-RRkCtIZillbBHsg_18686290266a145339dceb21_18147814_02971360XX1-2.jpg;https://127-foto.netlify.app/283.jpg;NOMINE 2(195);;;;
13;195;NONA;195NONA;271;Bracciale;NONA;2;99;544361||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/NCVbcOEzTZ-NyeviAg7xyQ_15946604066a14533a4d6852_60896697_02971370XX4.jpg;https://127-foto.netlify.app/283.jpg;NONA 2(195);;;;
13;195;ULLANO        B;195ULLANO        B;271;Calzature;ULLANO        B;49;99;544483||4900000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/LFbr3MrZRrm_GbSwCPZkhA_20851971266a564345dfd0b4_67912225_03050770XX1.jpg;https://127-foto.netlify.app/283.jpg;ULLANO        B 49(195);;;;
13;195;ILLASI        B;195ILLASI        B;271;Borsa;ILLASI        B;1290 0002;99;544637||129000020000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/ILLASIA_129000020000 (1).jpg;https://127-foto.netlify.app/283.jpg;ILLASI        B 1290 0002(195);;;;
13;196;BARREL;196BARREL;271;Camicia;BARREL;4718;2;544493||471800000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/E1EKFmmYRMaIeopysC-u0Q_12086965056a5634ddecada0_22360767_03000150XX1.jpg;https://127-foto.netlify.app/188.jpg;BARREL 4718(196);;;;
13;196;ADELAIDA;196ADELAIDA;271;Pantalone;ADELAIDA;1212;5;544517||121200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/1ECTKlhCQJy5vIURELr_uw_8057813916a5634cab2f056_64982069_02990070XX1.jpg;https://127-foto.netlify.app/188.jpg;ADELAIDA 1212(196);;;;
13;196;NEMBO;196NEMBO;271;Bracciale;NEMBO;2;99;544362||200000000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/xLITR-bmTpifPcpfySI7HA_11425679496a14532a752617_68673182_02970400XX1.jpg;https://127-foto.netlify.app/188.jpg;NEMBO 2(196);;;;
13;196;USCITA;196USCITA;271;Calzature;USCITA;2534;99;544431||253400000000;#N/D;https://127-foto.netlify.app/188.jpg;USCITA 2534(196);;;;
13;196;DIADELFO;196DIADELFO;271;Cintura;DIADELFO;0691 1425 0002;99;544564||69114250002;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/WhatsApp Image 2026-07-15 at 10.03.35.jpeg;https://127-foto.netlify.app/188.jpg;DIADELFO 0691 1425 0002(196);;;;
14;197;CONCORD;197CONCORD;271;Pullover;CONCORD;1212 1212;4;100822||121212120000;https://cdn.jooraccess.com/img/uploads/accounts/598756/images/27SOjjJ2RQeT-UaDmd7Ldg_16740792066a5635364cfef2_71041599_03040380XX1.jpg;https://127-foto.netlify.app/187.jpg;CONCORD 1212 1212(197);;;;
